City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
mlonggo,75,ID,1579889656,88,-6.53,110.7,78.8,4.7
champerico,5,GT,1579889656,62,14.3,-91.92,86.0,4.7
sanmenxia,100,CN,1579889656,88,34.77,111.18,33.13,3.8
freeport,1,US,1579889656,25,40.66,-73.58,53.6,6.93
pochutla,75,MX,1579889656,66,15.74,-96.47,84.2,9.95
fortuna,1,US,1579889560,87,40.6,-124.16,55.99,3.36
tibati,63,CM,1579889657,16,6.47,12.63,72.97,6.67
sovetskiy,0,RU,1579889657,95,61.36,63.58,2.97,4.83
macas,90,EC,1579889657,73,-2.32,-78.12,75.2,9.17
tera,37,NE,1579889657,7,14.01,0.75,83.7,10.2
lixourion,75,GR,1579889542,81,38.2,20.43,53.6,5.82
akureyri,20,IS,1579889657,79,65.68,-18.09,28.4,5.82
chicama,20,PE,1579889658,78,-7.84,-79.15,78.8,9.17
netarhat,0,IN,1579889658,46,23.48,84.27,47.97,1.99
codrington,38,AU,1579889658,90,-38.27,141.97,60.4,17.9
arman,0,RU,1579889658,84,59.7,150.17,-14.73,10.51
saint-pierre,100,RE,1579889658,94,-21.34,55.48,78.8,16.11
port hedland,0,AU,1579889449,88,-20.32,118.57,82.4,6.93
chimbarongo,0,CL,1579889659,37,-34.7,-71.05,93.99,5.82
maputo,75,MZ,1579889616,69,-25.97,32.59,80.01,9.17
gayny,94,RU,1579889659,97,60.31,54.32,4.23,4.68
aksu,100,CN,1579889659,74,41.12,80.26,24.71,3.02
salalah,20,OM,1579889659,78,17.02,54.09,77.0,3.36
amapa,74,BR,1579889660,48,1.0,-52.0,91.44,4.36
santa cruz,20,BO,1579889660,43,-17.8,-63.17,91.4,11.41
orocue,57,CO,1579889660,33,4.79,-71.34,96.94,11.63
les cayes,0,HT,1579889660,59,18.2,-73.75,78.37,0.31
darhan,1,MN,1579889660,81,49.49,105.92,-1.55,4.65
marzuq,70,YE,1579889661,80,14.4,46.47,64.47,2.04
ellisras,2,ZA,1579889397,53,-23.66,27.74,77.11,14.94
sept-iles,20,CA,1579889661,47,50.2,-66.38,17.01,3.36
vredendal,0,ZA,1579889661,73,-31.67,18.5,68.92,10.69
wodonga,0,AU,1579889661,76,-36.12,146.88,57.0,3.0
port augusta,0,AU,1579889661,72,-32.5,137.77,66.2,8.05
santa marta,90,CO,1579889662,66,11.24,-74.2,86.0,6.93
yomou,60,GN,1579889662,18,7.56,-9.27,90.66,2.91
san carlos de bariloche,75,AR,1579889662,18,-41.15,-71.31,69.8,18.34
sobolevo,100,RU,1579889656,95,54.43,31.9,36.07,15.97
umm kaddadah,38,SD,1579889662,16,13.6,26.69,58.93,14.61
cherskiy,65,RU,1579889662,97,68.75,161.3,-37.39,3.96
sao joao da barra,90,BR,1579889663,100,-21.64,-41.05,77.0,9.17
wewak,87,PG,1579889663,91,-3.55,143.63,76.82,6.49
tiksi,0,RU,1579889663,88,71.69,128.87,-33.57,5.55
estelle,1,US,1579889624,36,29.85,-90.11,64.0,4.7
cove,10,BJ,1579889663,24,7.22,2.34,85.66,8.57
maua,75,BR,1579889445,83,-23.67,-46.46,73.4,11.41
dingle,11,PH,1579889664,93,11.0,122.67,73.94,7.61
isla vista,1,US,1579889528,63,34.41,-119.86,66.0,4.63
namatanai,11,PG,1579889664,78,-3.67,152.43,82.85,12.21
iracoubo,98,GF,1579889664,80,5.48,-53.2,79.47,12.48
okakarara,89,NA,1579889664,65,-20.58,17.43,71.74,13.6
jalu,0,LY,1579889664,57,29.03,21.55,56.55,7.45
maxineni,5,RO,1579889665,48,45.4,27.63,39.2,19.46
camacha,40,PT,1579889665,67,33.08,-16.33,62.6,17.22
poum,78,NC,1579889665,77,-20.23,164.02,79.25,21.05
trairi,28,BR,1579889665,48,-3.28,-39.27,89.19,10.74
vanavara,100,RU,1579889665,95,60.34,102.28,10.42,5.57
okhotsk,0,RU,1579889665,71,59.38,143.3,-25.42,9.6
maniitsoq,100,GL,1579889665,81,65.42,-52.9,11.3,12.86
urumqi,40,CN,1579889666,84,43.8,87.6,5.0,4.47
teahupoo,20,PF,1579889666,70,-17.83,-149.27,84.2,2.24
inhambane,40,MZ,1579889666,65,-23.86,35.38,78.8,13.53
ixtapa,20,MX,1579889666,65,20.7,-105.2,79.0,2.17
sao filipe,2,CV,1579889666,67,14.9,-24.5,74.61,16.67
srednekolymsk,100,RU,1579889666,94,67.45,153.68,-28.75,5.12
pisco,75,PE,1579889667,30,-13.7,-76.22,71.6,10.29
batos,0,RO,1579889667,79,46.88,24.67,28.4,3.36
seymchan,100,RU,1579889667,96,62.88,152.43,-32.58,3.56
geraldton,0,AU,1579889667,77,-28.77,114.6,66.2,8.05
ossora,100,RU,1579889667,88,59.24,163.07,9.12,22.73
shubarkuduk,100,KZ,1579889409,97,49.14,56.49,6.01,8.12
raymond,1,US,1579889667,55,43.9,-70.47,42.8,4.7
milkovo,100,RU,1579889668,98,54.72,158.62,-2.36,1.61
khasan,0,RU,1579889668,74,42.43,130.64,9.12,3.49
nicoya,2,CR,1579889668,65,10.15,-85.45,75.0,2.66
itoman,75,JP,1579889668,94,26.12,127.67,69.8,3.36
hambantota,21,LK,1579889668,75,6.12,81.12,80.26,25.72
yuli,29,NG,1579889668,7,9.7,10.27,78.28,5.97
malmyzh,100,RU,1579889669,92,56.52,50.68,13.06,12.55
yarada,20,IN,1579889669,88,17.65,83.27,73.4,2.24
port-cartier,20,CA,1579889669,47,50.03,-66.87,17.01,3.36
sukumo,100,JP,1579889669,82,32.93,132.73,53.82,3.87
west bay,20,KY,1579889669,65,19.37,-81.42,80.01,6.93
naryan-mar,98,RU,1579889563,99,67.67,53.09,-8.07,5.14
taksimo,52,RU,1579889669,98,56.34,114.88,-22.43,1.57
san-pedro,71,CI,1579889670,83,4.75,-6.64,82.72,13.33
lanzhou,59,CN,1579889670,84,36.06,103.79,18.0,6.71
joaima,100,BR,1579889670,96,-16.65,-41.03,71.08,4.32
walvis bay,0,NA,1579889670,73,-22.96,14.51,69.8,14.99
ayan,95,RU,1579889670,74,56.45,138.17,-21.48,8.79
holetown,20,BB,1579889670,70,13.19,-59.64,84.2,14.99
belmonte,90,BR,1579889671,83,-15.86,-38.88,86.0,6.93
marawi,8,PH,1579889671,90,8.0,124.29,77.0,1.99
danielskuil,67,ZA,1579889671,50,-28.19,23.54,71.55,17.76
ribeira brava,40,PT,1579889671,51,32.65,-17.07,62.6,6.93
qingdao,100,CN,1579889515,43,36.1,120.37,32.0,8.95
bima,27,ID,1579889666,93,-8.47,118.72,72.43,1.57
phuket,20,TH,1579889489,88,8.0,98.25,77.0,10.69
chernyshevsk,0,RU,1579889672,96,52.52,117.02,-24.11,1.07
doha,0,QA,1579889399,59,25.29,51.53,61.0,6.93
zhangjiakou,2,CN,1579889672,86,40.81,114.88,10.87,3.13
beian,40,NO,1579889672,69,63.66,9.57,37.4,31.09
alice springs,28,AU,1579889672,33,-23.7,133.88,75.2,4.7
berlevag,40,NO,1579889672,85,70.86,29.09,24.8,5.82
saldanha,0,ZA,1579889673,73,-33.01,17.94,69.8,8.05
mokhsogollokh,0,RU,1579889673,97,61.47,128.92,-41.62,2.3
taltal,11,CL,1579889673,65,-25.4,-70.48,74.73,8.08
iwanai,100,JP,1579889673,83,42.97,140.51,15.55,13.35
mnogovershinnyy,100,RU,1579889673,97,53.94,139.92,-6.32,4.63
dargaville,0,NZ,1579889673,97,-35.93,173.88,58.57,1.83
la ronge,20,CA,1579889674,79,55.1,-105.28,23.0,8.05
shakhunya,100,RU,1579889674,94,57.68,46.61,22.44,11.72
chabahar,90,IR,1579889674,93,25.29,60.64,66.2,1.92
ploufragan,90,FR,1579889674,93,48.49,-2.79,39.2,4.7
nushki,73,PK,1579889674,63,29.55,66.02,54.66,5.48
xingtai,100,CN,1579889544,54,37.06,114.49,32.65,0.65
rongcheng,100,CN,1579889674,98,30.63,117.85,41.27,3.78
brigantine,90,US,1579889675,62,39.41,-74.36,54.0,13.87
bethanien,0,NA,1579889675,23,-26.5,17.16,74.05,11.79
lata,20,PT,1579889675,76,40.16,-8.33,55.99,5.82
wanaka,100,NZ,1579889675,91,-44.7,169.15,52.54,7.09
ferry pass,75,US,1579889675,77,30.51,-87.21,62.01,9.17
haines junction,100,CA,1579889675,99,60.75,-137.51,-6.79,7.78
bintulu,75,MY,1579889675,94,3.17,113.03,77.0,2.24
kuching,75,MY,1579889666,94,1.55,110.33,77.0,1.12
nhulunbuy,100,AU,1579889676,88,-12.23,136.77,80.6,8.05
malinovskiy,61,RU,1579889676,92,61.2,62.84,6.93,6.26
twentynine palms,1,US,1579889676,32,34.14,-116.05,68.0,4.7
palmetto,90,US,1579889676,73,27.52,-82.57,79.0,12.75
dire,32,ML,1579889676,7,12.28,-10.97,98.87,5.37
oromocto,1,CA,1579889676,77,45.84,-66.48,36.0,5.82
cockburn town,40,TC,1579889677,61,21.46,-71.14,78.8,3.36
russell,90,US,1579889594,93,32.35,-85.2,59.0,4.7
bandarban,26,BD,1579889677,67,22.2,92.23,62.6,6.93
formosa do rio preto,100,BR,1579889677,92,-11.05,-45.19,73.22,0.25
gerede,47,TR,1579889677,83,40.8,32.2,23.83,3.85
malakal,96,SS,1579889678,17,9.53,31.66,74.52,6.42
pictou,85,CA,1579889417,85,45.68,-62.72,35.01,5.01
show low,1,US,1579889678,60,34.25,-110.03,44.6,3.2
lucapa,61,AO,1579889678,90,-8.42,20.74,70.7,3.29
sechura,100,PE,1579889678,83,-5.56,-80.82,73.49,14.03
mehamn,40,NO,1579889678,62,71.04,27.85,24.8,10.29
labuhan,40,ID,1579889679,86,-6.88,112.21,76.84,1.92
tilichiki,100,RU,1579889679,95,60.47,166.1,6.28,13.53
lewiston,1,US,1579889619,52,44.1,-70.21,42.8,3.36
nova soure,100,BR,1579889679,77,-11.23,-38.48,78.39,0.67
daura,28,NG,1579889679,11,11.55,11.41,73.49,13.2
husavik,20,IS,1579889418,79,66.04,-17.34,28.4,5.82
verkhoyansk,0,RU,1579889679,86,67.54,133.38,-44.16,1.43
necochea,0,AR,1579889680,69,-38.55,-58.74,80.01,11.01
mangrol,0,IN,1579889680,53,21.12,70.12,72.55,14.2
bilibino,90,RU,1579889680,68,68.05,166.44,-24.63,2.64
abnub,0,EG,1579889680,71,27.27,31.15,51.8,12.75
suleja,19,NG,1579889680,6,9.18,7.18,87.82,6.42
rupert,90,US,1579889680,86,42.62,-113.68,37.4,4.7
beboto,57,TD,1579889680,12,8.27,16.94,73.36,3.15
margate,75,GB,1579889681,100,51.38,1.39,44.01,2.24
secusigiu,0,RO,1579889681,79,46.08,20.98,28.4,2.24
lumberton,90,US,1579889436,72,34.62,-79.01,66.99,6.93
komyshany,0,UA,1579889681,80,46.64,32.51,35.6,11.18
muisne,75,EC,1579889681,89,0.6,-80.03,84.2,5.82
gushikawa,75,JP,1579889681,93,26.35,127.87,69.8,5.82
nioro,75,GM,1579889682,12,13.35,-15.75,102.25,8.72
roald,75,NO,1579889682,69,62.58,6.13,39.99,19.46
saint-joseph,100,RE,1579889682,94,-21.37,55.62,78.8,16.11
